,date,local_high,local_open,local_low,local_close,open,high,low,close,volume,average,barCount
0,2023-05-24 09:36:00,2031.2,2031.2,2031.2,2031.2,2031.0,2031.0,2031.0,2031.0,0.0,2031.0,0
1,2023-05-24 09:38:00,2030.9,2030.9,2030.9,2030.9,2031.0,2031.0,2031.0,2031.0,0.0,2031.0,0
2,2023-05-24 09:46:00,2031.4,2031.4,2031.4,2031.4,2031.1,2031.1,2031.0,2031.0,2.0,2031.05,2
3,2023-05-24 10:02:00,2031.3,2031.3,2031.3,2031.3,2028.0,2028.0,2028.0,2028.0,1.0,2028.0,1
4,2023-05-24 10:10:00,2030.6,2030.6,2030.7,2030.4,2028.4,2028.4,2028.4,2028.4,0.0,2028.4,0
5,2023-05-24 10:34:00,2032.2,2032.2,2032.2,2032.2,2027.5,2027.5,2027.5,2027.5,0.0,2027.5,0
6,2023-05-24 10:44:00,2031.4,2031.4,2031.4,2031.4,2028.4,2028.9,2028.4,2028.9,3.0,2028.57,3
7,2023-05-24 10:46:00,2031.6,2031.6,2031.6,2031.6,2028.9,2028.9,2028.9,2028.9,0.0,2028.9,0
8,2023-05-24 12:16:00,2035.6,2035.6,2035.6,2035.6,2016.9,2017.9,2016.9,2017.9,4.0,2017.63,4
9,2023-05-24 13:58:00,2036.6,2037.5,2037.5,2036.6,2022.0,2022.0,2022.0,2022.0,0.0,2022.0,0
10,2023-05-24 14:30:00,2033.7,2033.7,2033.7,2033.7,2020.5,2020.5,2020.5,2020.5,0.0,2020.5,0
11,2023-05-24 15:38:00,2031.5,2031.5,2031.5,2031.5,2018.3,2018.3,2018.3,2018.3,0.0,2018.3,0
